t,x_x,x_y,x_z,x_vx,x_vy,x_vz,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35
0.47500000000000003,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002023581592656904,0.0,0.0,2.02322699082113e-05,0.0,0.0,0.0,0.0002023581592656904,0.0,0.0,2.02322699082113e-05,0.0,0.0,0.0,0.0002023581592656904,0.0,0.0,2.02322699082113e-05,2.02322699082113e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02322699082113e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02322699082113e-05,0.0,0.0,4e-06
0.48,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002025566211858096,0.0,0.0,2.02570776482262e-05,0.0,0.0,0.0,0.0002025566211858096,0.0,0.0,2.02570776482262e-05,0.0,0.0,0.0,0.0002025566211858096,0.0,0.0,2.02570776482262e-05,2.02570776482262e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02570776482262e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02570776482262e-05,0.0,0.0,4e-06
0.485,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002027550831059288,0.0,0.0,2.0281885388241097e-05,0.0,0.0,0.0,0.0002027550831059288,0.0,0.0,2.0281885388241097e-05,0.0,0.0,0.0,0.0002027550831059288,0.0,0.0,2.0281885388241097e-05,2.0281885388241097e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0281885388241097e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0281885388241097e-05,0.0,0.0,4e-06
0.49,1.1381339294362296,-0.12514026313906076,0.002978817190466553,0.002749844196305552,-0.00022769410542657436,8.757465593329783e-06,0.0002025497013762668,0.0,0.0,2.026497013762668e-05,0.0,0.0,0.0,0.0002025497013762668,0.0,0.0,2.026497013762668e-05,0.0,0.0,0.0,0.0002025497013762668,0.0,0.0,2.026497013762668e-05,2.026497013762668e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.026497013762668e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.026497013762668e-05,0.0,0.0,4e-06
0.495,1.239834195643999,-0.12066346420487922,0.0032709491042097233,0.012942002077382334,-0.0010716307452609576,4.121656712542145e-05,0.00020125133731498316,0.0,0.0,2.0135133731498314e-05,0.0,0.0,0.0,0.00020125133731498316,0.0,0.0,2.0135133731498314e-05,0.0,0.0,0.0,0.00020125133731498316,0.0,0.0,2.0135133731498314e-05,2.0135133731498314e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0135133731498314e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0135133731498314e-05,0.0,0.0,4e-06
0.5,1.3415344618517688,-0.11618666527069768,0.0035630810179528936,0.023134159958459116,-0.001915567385095341,7.367566865751311e-05,0.0001999529732536995,0.0,0.0,2.0005297325369948e-05,0.0,0.0,0.0,0.0001999529732536995,0.0,0.0,2.0005297325369948e-05,0.0,0.0,0.0,0.0001999529732536995,0.0,0.0,2.0005297325369948e-05,2.0005297325369948e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0005297325369948e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0005297325369948e-05,0.0,0.0,4e-06
0.505,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.02923708725124935,-0.002420905313797717,9.311174283837372e-05,0.00019895510605729303,0.0,0.0,1.9906888257161627e-05,0.0,0.0,0.0,0.00019895510605729303,0.0,0.0,1.9906888257161627e-05,0.0,0.0,0.0,0.00019895510605729303,0.0,0.0,1.9906888257161627e-05,1.9906888257161627e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9906888257161627e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9906888257161627e-05,0.0,0.0,4e-06
0.51,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.01779310445370049,-0.0014733143815166012,5.66659377506385e-05,0.0001992466724979949,0.0,0.0,1.994333406224936e-05,0.0,0.0,0.0,0.0001992466724979949,0.0,0.0,1.994333406224936e-05,0.0,0.0,0.0,0.0001992466724979949,0.0,0.0,1.994333406224936e-05,1.994333406224936e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.994333406224936e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.994333406224936e-05,0.0,0.0,4e-06
0.515,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.006349121656151632,-0.0005257234492354853,2.022013266290328e-05,0.0001995382389386968,0.0,0.0,1.9979779867337097e-05,0.0,0.0,0.0,0.0001995382389386968,0.0,0.0,1.9979779867337097e-05,0.0,0.0,0.0,0.0001995382389386968,0.0,0.0,1.9979779867337097e-05,1.9979779867337097e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9979779867337097e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9979779867337097e-05,0.0,0.0,4e-06
0.52,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.0,0.0,0.0,0.0001998507335791118,0.0,0.0,2.0016748175456867e-05,0.0,0.0,0.0,0.0001998507335791118,0.0,0.0,2.0016748175456867e-05,0.0,0.0,0.0,0.0001998507335791118,0.0,0.0,2.0016748175456867e-05,2.0016748175456867e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0016748175456867e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0016748175456867e-05,0.0,0.0,4e-06
0.525,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.0,0.0,0.0,0.00020018930855465964,0.0,0.0,2.0054367617184403e-05,0.0,0.0,0.0,0.00020018930855465964,0.0,0.0,2.0054367617184403e-05,0.0,0.0,0.0,0.00020018930855465964,0.0,0.0,2.0054367617184403e-05,2.0054367617184403e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0054367617184403e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0054367617184403e-05,0.0,0.0,4e-06
0.53,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.0,0.0,0.0,0.00020052788353020748,0.0,0.0,2.0091987058911942e-05,0.0,0.0,0.0,0.00020052788353020748,0.0,0.0,2.0091987058911942e-05,0.0,0.0,0.0,0.00020052788353020748,0.0,0.0,2.0091987058911942e-05,2.0091987058911942e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0091987058911942e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0091987058911942e-05,0.0,0.0,4e-06
0.535,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.0,0.0,0.0,0.00020075614304845962,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.00020075614304845962,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.00020075614304845962,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
